,WHR-C,MHK,PAG,HD,JBHT,LOW,FOE,WOR,XOM,BASFY,WHR-F
2010-01-08,-0.03907594510323261,-0.028381995419360248,-0.09855446912015776,0.005831906638718393,-0.045454529478317914,-0.0034028040377377562,-0.06896550942085093,-0.2996254596031429,-0.011641376719333765,0.007038960750685637,0.029709934592468273
2010-01-15,0.029709934592468273,0.06251250133086388,0.028708107772046732,0.014827596730199354,0.0005875574978186521,0.01991530564008639,0.042285701206752235,0.07617965554086399,0.011867340607401886,0.0588883319573554,0.05402439396555831
2010-01-22,0.05402439396555831,0.03763100532401885,0.07945379504349843,0.026001398275585213,0.054561472632037034,0.032943226655193364,0.052821135804368764,0.07138460599459134,0.03840557858148974,0.061666679382324216,0.05243252110824894
2010-01-29,0.05243252110824894,0.09466553721385497,0.062041318592501386,-0.0021466713525796974,0.05253401516919762,0.03606409167230832,0.02020200074126503,0.05114752347352075,0.03185578736838292,0.0043859649122807015,-0.00647898335262623
2010-02-05,-0.00647898335262623,-0.06419162407606661,-0.043909340692925444,0.0010710705605269267,0.011028224243570462,0.005985228585466477,0.07426375517995658,0.008230444868793905,0.014748268827999891,0.05292574286981441,-0.06536285034731318
2010-02-12,-0.06536285034731318,-0.0031531392981335306,-0.016926201235734597,-0.016473862672372535,-0.03937010436225908,-0.018382335217044615,-0.09583334381933593,-0.04636678789880334,0.0016946634439303592,-0.005871554033471903,-0.05350249191756001
2010-02-19,-0.05350249191756001,-0.03932460617126678,-0.009186374371742004,-0.03537083618174752,-0.03356341374969854,-0.0376849802932987,-0.08114851435166698,-0.058322370661828715,-0.006570909063776326,-0.03719236047909539,0.008716111312954074
2010-02-26,0.008716111312954074,-0.09931806999075432,0.05580789521043836,-0.026315827448943133,-0.06899671618800585,-0.011950438568070447,0.06185566897689639,0.022222258851686695,0.016641429644688354,0.01624164369087627,-0.02568045170349482
2010-03-05,-0.02568045170349482,-0.035556454588165184,-0.05833908025212086,-0.017925719271615057,0.013536366458805463,-0.010928890774590364,-0.08859229565386066,-0.07228156062599399,-0.016982873316799867,-0.03647576554756333,0.009672920005917964
2010-03-12,0.009672920005917964,-0.003162239377795609,0.02051286158163458,-0.02430556977102906,-0.011136475858097185,-0.03612960307266895,0.0712694234157005,-0.004095944657649338,-0.0004493995836455116,-0.029610829867724883,-0.0068852412309599025
2010-03-19,-0.0068852412309599025,0.01705286321839251,-0.03223682745176651,0.004001263816535731,-0.012690377173091946,0.008799972534179688,0.008333297381323742,0.02630045276954592,-0.005549763862966138,0.006633461297555057,-0.04748052852978913
2010-03-26,-0.04748052852978913,-0.010652489567089547,0.032092426344573675,-0.018979484192150602,0.005857715297372956,0.006896554925954249,-0.047330140067447,-0.03645203006333881,-0.0007520387030281319,-0.02018504201075674,0.027371468075962867
2010-04-01,0.027371468075962867,-0.020510879213371455,-0.005956330551478123,0.01220249316892197,0.00252101262365576,-0.0012240182115606803,-0.04602998751663306,0.06271776810516425,-0.01425137857863907,-0.0460148417743778,-0.058656662182283846
2010-04-09,-0.058656662182283846,-0.0016354743700585008,0.025390585831093968,-0.02782075945378721,-0.009790167108282342,-0.0418698684278369,-0.029572782114459926,0.022910210173290008,-0.01356140695759433,0.004559702952635734,0.0006418910646217136
2010-04-16,0.0006418910646217136,-0.031559963497234604,-0.025948127095918254,-0.053883113638013035,-0.023545770768597072,-0.027354464977158773,-0.027513252288843635,0.006293290076091686,0.012645388197548969,0.017377543244535658,-0.10138997855450385
2010-04-23,-0.10138997855450385,-0.08370499368742841,-0.05051811879335736,-0.042096257095752404,-0.016277766255722564,-0.0770991790684364,-0.07564772277388193,-0.036213450007167705,-0.021992588395122234,-0.04927153894278872,0.04975121727699271
2010-04-30,0.04975121727699271,-0.004095811879416866,0.07815387432391827,0.03532313525075837,0.011815317442927818,0.036247284027669704,-0.058139573567104294,0.025030458775591572,0.018252964776356944,0.09438376569545623,0.11008341969557138
2010-05-07,0.11008341969557138,0.14218894634658577,0.12549276044033686,0.05538285160428557,0.08297408687993826,0.07255409978599116,0.1814881957278854,0.07668331831078365,0.06474819861830781,0.10452602923367715,-0.048550392544533166
2010-05-14,-0.048550392544533166,-0.05061772176953782,0.03418800167667357,-0.016166321684704252,0.007359244912405572,0.021396385431063664,0.035783353974755856,0.03433209581890618,0.02782023457298364,0.010939684612915966,0.07343997117546351
2010-05-21,0.07343997117546351,0.0994960022579337,0.045521284197399384,0.05576210165486078,0.04345353078897389,0.06092354159626056,0.10169486851892473,0.06936415830920462,0.04486979188953728,0.05581400109868737,-0.06920559085903562
2010-05-28,-0.06920559085903562,-0.016838680298459485,-0.012403163241694347,-0.03074588076544778,-0.029824039260551684,-0.023996686879406405,-0.004459304421657146,-0.02293258622882391,0.004609854893919201,-0.0019175162261782586,0.06610033942686724
2010-06-04,0.06610033942686724,0.08651265757917392,0.020108292555705495,0.03800109852329431,0.025761155504861674,0.043124469862999136,0.12288609806244986,0.08665751253009338,0.014077546766841954,0.011500977804336069,-0.019615977369798067
2010-06-11,-0.019615977369798067,0.018210305673254858,-0.007103405844194457,0.0012398358000961362,-0.015042117170646985,0.0055061865630887255,0.017902856809402155,-0.031413618540684266,-0.031343799307490615,-0.05969278002347712,-0.01187982892242055
2010-06-18,-0.01187982892242055,-0.007120915186709465,0.013219290888991342,0.016625585461493227,-0.0017172689081089178,0.04476349038351561,-0.08322664534311121,0.03553660347156437,-0.016757929065687474,-0.020568798587327058,0.062014745078340865
2010-06-25,0.062014745078340865,0.06356653080727374,0.032507745651223,0.06123710034610939,0.051187820759288724,0.06488380433529232,0.09163800181514929,0.05046862401159426,0.07800312198164304,0.012897678079444627,0.1292193323703244
2010-07-02,0.1292193323703244,0.12042203124270365,0.10517933294320075,0.07927029585033683,0.0244557030920779,0.051917621448733936,0.11363637458303842,0.09262044931992894,0.04619797024150294,0.054357230101943585,-0.07881830976304155
2010-07-09,-0.07881830976304155,-0.021304905797044398,-0.013088971904971098,-0.009646318684227903,-0.03938209990485791,0.0004892479755650357,-0.1005665784562944,-0.12022741606717276,-0.028161634807015147,-0.03019539584328085,0.01471227596656802
2010-07-16,0.01471227596656802,0.043459306369919494,-0.06071117306823668,0.03967406836861895,-0.025116727613805595,0.015717076877764063,0.06976743899502931,0.04758416001398536,0.005661379754186645,0.00034632827296401513,0.04594383932534173
2010-07-23,0.04594383932534173,-0.12219449818786748,-0.09643432460847574,-0.04013255370808661,-0.008809360198602753,-0.05391911566064584,-0.2517289304094092,-0.09770990043494827,-0.02382992192721665,-0.04134369607961487,0.031845628017363875
2010-07-30,0.031845628017363875,0.014104387424427605,-0.027900155479723743,-0.00956092280283263,0.005882327170442487,0.02308053611321691,-0.17900550844381113,0.008990326009541095,0.00033501603866122146,0.029850733993944438,-0.006399631821574514
2010-08-06,-0.006399631821574514,-0.038215283411478146,0.029106033777649944,0.004857716555548055,0.02057836158536107,0.03749402086478301,-0.004549607986914095,-0.01813294142806609,-0.021932748094349846,0.008587951516362657,0.10172073522607451
2010-08-13,0.10172073522607451,0.1362595991685125,0.11024731505289018,0.05074733988846022,0.0626239452292072,0.03923488283509656,0.0985662583185867,0.08800523911611426,0.04235935849915569,0.07912125608010688,-0.016376260579250245
2010-08-20,-0.016376260579250245,0.008641688021673363,0.019199981689453124,-0.02436363913796165,-0.02274105550060731,-0.02788841972460659,-0.03524666838257609,-0.05115274007874684,0.01191273662164513,0.02340232682115401,0.027284365514192735
2010-08-27,0.027284365514192735,-0.03030309166833312,-0.007252228339604581,-0.0063025318116840465,0.010594485438532461,-0.007640871219266662,0.005791454433467268,0.014955830486627393,-0.014074919436596977,0.012163654032959801,-0.058681988142160274
2010-09-03,-0.058681988142160274,-0.05714284298813654,-0.05849363162555322,-0.0386221509809141,-0.03292422864845652,-0.043726146811446265,-0.1593353066841479,-0.08837859901724425,-0.029550004717133094,-0.0629277845876653,0.06846873295533638
2010-09-10,0.06846873295533638,0.007014651207449638,0.07610349877259796,-0.000674324270619204,0.01133389687235841,0.013296607761571096,-0.00423730423107302,0.012828724009469454,-0.0050911705764233785,-0.014593200319482637,-0.0024222892085799122
2010-09-17,-0.0024222892085799122,-0.0012272729400712534,0.024429983490095494,0.00167004487365663,-0.020254540521609056,0.030442796961333257,-0.013877557248485332,0.026366549349394804,0.009936481779057007,-0.024317694075560236,-0.05574820109406205
2010-09-24,-0.05574820109406205,-0.05293037361519956,-0.06976745475492589,-0.05326226449261099,-0.02062145510651087,-0.06338695322971696,-0.0008032312477943887,-0.0013174903614815098,-0.01163170173367489,-0.07757884260331846,-0.009185802394940542
2010-10-01,-0.009185802394940542,-0.042672312133712836,-0.030255964256080414,-0.003468956591847591,0.01539341183982796,0.003122198688047007,-0.04089809657470325,0.008530191364391327,-0.008872386226303293,-0.021660122475605236,-0.0379984808185401
2010-10-08,-0.0379984808185401,-0.009647432807895956,-0.005282995835790095,-0.005676452550385644,-0.02809968736500895,-0.019766420913452043,-0.0509259140022716,0.007936500427734288,-0.029750428375489947,-0.06324542846975804,-0.019202853614591384
2010-10-15,-0.019202853614591384,-0.01101925556866977,-0.029962517385803755,0.03731573062040448,-0.015492936255226672,0.04980172064866664,0.026393005959695234,-0.006008021050610441,-0.012896237153254334,-0.06065086637081318,-0.01170625360461152
2010-10-22,-0.01170625360461152,-0.04472725608132102,0.03706396950570978,-0.02674493473271924,-0.0061247558997184854,-0.03092782768007954,0.03143713226699312,-0.007931254768765496,-0.01764064815794426,-0.03949217718057829,0.12111725887911919
2010-10-29,0.12111725887911919,0.012060660783900558,-0.009002242028949631,0.016549982702132666,0.014798599361150619,0.033076554251494854,-0.04732823416067126,0.001944308882187416,0.002849466714706985,0.02416111478869547,-0.050098356653432374
2010-11-05,-0.050098356653432374,0.015522554644486068,-0.11216321681511943,-0.02967742181593372,-0.03157903746624627,-0.0459878683315407,-0.07686732578310043,-0.06205559286207767,-0.04916065226748071,-0.09564027925246488,0.06801613779027836
2010-11-12,0.06801613779027836,0.06931041668019337,0.013140591705402114,0.0060069121640906,0.009981088074743781,0.014986372245496725,0.028282832693932718,0.017125423860102573,-0.021585840352746147,0.03139244755612144,-0.025565569341659117
2010-11-19,-0.025565569341659117,0.004302273591005934,0.0013227185344397217,0.006681545968254631,-0.013839949995890272,-0.015632190923581177,0.040661622555560564,0.011713849244898048,0.006618803077930379,-0.007431059307909839,0.009028982315418465
2010-11-24,0.009028982315418465,-0.008128549957894108,-0.019154554509698343,-0.003542692851994288,-0.0053936606894848926,-0.029064458507892108,-0.07288629595752619,-0.00877745109698557,0.0031383912338363764,0.004191563787423932,-0.0008006079081817567
2010-11-26,-0.0008006079081817567,-0.0022714163870088586,0.007194222168193845,-0.0025873196477573693,-0.0005408452680165276,0.01023584998952953,-0.0034459124704449696,-0.006935725897399434,0.0010100965619285523,0.002973156089955058,-0.07103675663670568
2010-12-03,-0.07103675663670568,-0.06806481683307693,-0.07365631272924256,-0.08454806064293403,-0.06416532595645395,-0.12234767668140965,-0.027064562626820155,-0.0902777961742729,-0.033836796549554835,-0.05789972397899596,-0.05331690732844571
2010-12-10,-0.05331690732844571,-0.036269407450825374,-0.02729519874701873,-0.028400620067907313,-0.0350562658059065,-0.01857831503313479,-0.030508461645094014,-0.04714781440943025,-0.01376409268171729,-0.005388474796133599,-0.04355887568956884
